🇭🇰港澳台,#genre#
CCTV2,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001800
CCTV4,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001814
CCTV5,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001818
CCTV5+,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001817
CCTV6,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600108442
CCTV7,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600004092
CCTV8,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001803
CCTV9,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600004078
CCTV10,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001805
CCTV11,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001806
CCTV12,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001807
CCTV13,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001811
CCTV14,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001809
CCTV15,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001815
CCTV16,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600098637
CCTV17,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600001810
CCTV4K,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002264
CCTV8K,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600156816
CGTN记录,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600084781
CCTV风云剧场,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600099658
CCTV第一剧场,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600099655
CCTV怀旧剧场,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600099620

🌟央视网,#genre#
CCTV1,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv1/
CCTV2,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv2/
CCTV3,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv3/
CCTV4,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv4/
CCTV5,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv5/
CCTV5+,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv5plus/
CCTV6,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv6/
CCTV7,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv7/
CCTV8,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv8/
CCTV9,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctvjilu/
CCTV10,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv10/
CCTV11,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv11/
CCTV12,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv12/
CCTV13,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv13/
CCTV14,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctvchild/
CCTV15,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv15/
CCTV16,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv16/
CCTV17,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctv17/
CCTV4欧洲,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctveurope/
CCTV4美洲,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.cctv.com/live/cctvamerica/

📡卫视,#genre#
北京卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002309
江苏卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002521
东方卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002483
浙江卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002520
湖南卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002475
湖北卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002508
广东卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002485
广西卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002509
黑龙江卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002498
海南卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002506
重庆卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002531
深圳卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002481
四川卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002516
河南卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002525
福建东南卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002484
贵州卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002490
江西卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002503
辽宁卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002505
安徽卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002532
河北卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002493
山东卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600002513
天津卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600152137
吉林卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600190405
陕西卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600190400
甘肃卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600190408
宁夏卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600190737
内蒙古卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600190401
云南卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600190402
山西卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600190407
青海卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600190406
西藏卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://yangshipin.cn/tv/home?pid=600190403
新疆卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.yangshipin.cn/tv/home?pid=600152138
新疆卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjws
云南卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/yn.js?id=ynws
北京卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.brtn.cn/btv/btvsy_index
江苏卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://live.jstv.com/
内蒙古卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.nmtv.cn/liveTv
海南卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.hnntv.cn/live.html?playType=livePlay&channelId=13&referPage=home
宁夏卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.nxtv.com.cn/live/wsh/
陕西卫视,http://stream.snrtv.com/sxbc-star-clmrI6.m3u8
广西卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://tv.gxtv.cn/channel/channelivePlay_e7a7ab7df9fe11e88bcfe41f13b60c62.html

地方电视台,#genre#
新疆维语综合,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjwyzh
新疆哈语综合,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjhyzh
新疆综艺,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjzy
新疆维语影视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjwyys
新疆经济生活,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjjjsh
新疆哈语综艺,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjhyzy
新疆维语经济生活,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjwyjjsh
新疆体育健康,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjtyjk
新疆信息服务,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjxxfw
新疆少儿频道,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/xjtv.js?id=xjse
西湖明珠,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/hztv.js?id=hzmz
杭州生活,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/hztv.js?id=hzsh
杭州影视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/hztv.js?id=hzys
青少体育,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/hztv.js?id=hzqsty
杭州导视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/hztv.js?id=hzds
富阳新闻综合,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/hztv.js?id=fyxwzh
南昌综合,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/jxtv.js?id=nczh
南昌文旅,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/jxtv.js?id=ncds
南昌资讯,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/jxtv.js?id=nczx
云南都市,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/yn.js?id=ynds
云南娱乐,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/yn.js?id=ynyl
云南澜湄,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/yn.js?id=yngj
云南少儿,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/yn.js?id=ynse
云南卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/yn.js?id=ynws
云南都市,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/yn.js?id=ynds
云南娱乐,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/yn.js?id=ynyl
云南澜湄,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/yn.js?id=yngj
云南少儿,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/yn.js?id=ynse
贵州公共频道,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.gzstv.com/tv/ch02
贵州3,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.gzstv.com/tv/ch03
贵州4,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.gzstv.com/tv/ch04
贵州5,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.gzstv.com/tv/ch05
贵州6,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.gzstv.com/tv/ch06
福建新闻,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://live.fjtv.net/xwpd/
福建公共,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://live.fjtv.net/ggpd/
福建旅游,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://live.fjtv.net/dspd/
湖南电影,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://live.mgtv.com/?channelId=221
湖南电视剧,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://live.mgtv.com/?channelId=484
海南文旅,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.hnntv.cn/live.html?playType=livePlay&channelId=6&referPage=home
宁夏共公,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://www.nxtv.com.cn/live/gg/
成都影视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=https://cando.cditv.cn/show-192-45-1.html
青岛1,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=http://www.qtv.com.cn/live/tv/index.shtml
青岛3,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/ku9js.js?id=http://www.qtv.com.cn/live/tv/tv_qtv3.shtml

🌐广东,#genre#
广东卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/43
广东珠江,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/44
广东新闻,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/45
广东民生,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/48
广东体育,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/47
大湾区卫视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/51
大湾区卫视（海外版）,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/46
经济科教,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/49
广东影视,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/53
4K超高清,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/16
广东少儿,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/54
嘉佳卡通,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/66
岭南戏曲,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/15
现代教育,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/13
荔枝台,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/94
纪录片,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/100
GRTN健康频道,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/99
GRTN文化频道,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/75
GRTN生活频道,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/102
GRTN教育频道,https://gitee.com/mintar_1_0/TVHappy/raw/master/webku/k-web/ku9/js/quanwang.js?id=https://m.gdtv.cn/tvChannelDetail/104
